problem,p,m,q,n,lb,lb_ref,ub,ub_ref
full,2,4,16,2,3,"Fiduccia–Zalcstein (1977), linear lower bound; Bshouty–Kaminski (1990), Introduction (sharp interpolation regime); https://dl.acm.org/doi/10.1145/322003.322014; https://epubs.siam.org/doi/10.1137/0219029",3,"Bshouty–Kaminski (1990), Introduction (evaluation/interpolation for d<=q/2); https://epubs.siam.org/doi/10.1137/0219029"
full,2,4,16,3,5,"Fiduccia–Zalcstein (1977), linear lower bound; Bshouty–Kaminski (1990), Introduction (sharp interpolation regime); https://dl.acm.org/doi/10.1145/322003.322014; https://epubs.siam.org/doi/10.1137/0219029",5,"Bshouty–Kaminski (1990), Introduction (evaluation/interpolation for d<=q/2); https://epubs.siam.org/doi/10.1137/0219029"
full,2,4,16,4,7,"Fiduccia–Zalcstein (1977), linear lower bound; Bshouty–Kaminski (1990), Introduction (sharp interpolation regime); https://dl.acm.org/doi/10.1145/322003.322014; https://epubs.siam.org/doi/10.1137/0219029",7,"Bshouty–Kaminski (1990), Introduction (evaluation/interpolation for d<=q/2); https://epubs.siam.org/doi/10.1137/0219029"
full,2,4,16,5,9,"Fiduccia–Zalcstein (1977), linear lower bound; Bshouty–Kaminski (1990), Introduction (sharp interpolation regime); https://dl.acm.org/doi/10.1145/322003.322014; https://epubs.siam.org/doi/10.1137/0219029",9,"Bshouty–Kaminski (1990), Introduction (evaluation/interpolation for d<=q/2); https://epubs.siam.org/doi/10.1137/0219029"
full,2,4,16,6,11,"Fiduccia–Zalcstein (1977), linear lower bound; Bshouty–Kaminski (1990), Introduction (sharp interpolation regime); https://dl.acm.org/doi/10.1145/322003.322014; https://epubs.siam.org/doi/10.1137/0219029",11,"Bshouty–Kaminski (1990), Introduction (evaluation/interpolation for d<=q/2); https://epubs.siam.org/doi/10.1137/0219029"
full,2,4,16,7,13,"Fiduccia–Zalcstein (1977), linear lower bound; Bshouty–Kaminski (1990), Introduction (sharp interpolation regime); https://dl.acm.org/doi/10.1145/322003.322014; https://epubs.siam.org/doi/10.1137/0219029",13,"Bshouty–Kaminski (1990), Introduction (evaluation/interpolation for d<=q/2); https://epubs.siam.org/doi/10.1137/0219029"
full,2,4,16,8,15,"Fiduccia–Zalcstein (1977), linear lower bound; Bshouty–Kaminski (1990), Introduction (sharp interpolation regime); https://dl.acm.org/doi/10.1145/322003.322014; https://epubs.siam.org/doi/10.1137/0219029",15,"Bshouty–Kaminski (1990), Introduction (evaluation/interpolation for d<=q/2); https://epubs.siam.org/doi/10.1137/0219029"
full,2,4,16,9,17,"Fiduccia–Zalcstein (1977), linear lower bound; Bshouty–Kaminski (1990), Introduction (sharp interpolation regime); https://dl.acm.org/doi/10.1145/322003.322014; https://epubs.siam.org/doi/10.1137/0219029",17,"Bshouty–Kaminski (1990), Introduction (evaluation/interpolation for d<=q/2); https://epubs.siam.org/doi/10.1137/0219029"
full,2,4,16,10,20,"Bshouty–Kaminski (1990), Theorem 2 and Appendix 2; https://epubs.siam.org/doi/10.1137/0219029",20,"Bshouty–Kaminski (1990), Theorem 2 and Appendix 2; https://epubs.siam.org/doi/10.1137/0219029"
full,2,4,16,11,23,"Bshouty–Kaminski (1990), Theorem 2 and Appendix 2; https://epubs.siam.org/doi/10.1137/0219029",23,"Bshouty–Kaminski (1990), Theorem 2 and Appendix 2; https://epubs.siam.org/doi/10.1137/0219029"
cyclic,2,1,2,1,1,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",1,linear folding of the corresponding full-product algorithm (derived)
cyclic,2,1,2,2,3,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",3,linear folding of the corresponding full-product algorithm (derived)
cyclic,2,1,2,3,4,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",4,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,2,1,2,4,7,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",7,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,2,1,2,5,9,"Winograd (1976), modulus-factor lower bound; factor-field quotient monotonicity (derived); Ballet et al. (2021), Corollary 4.3; Grassl CodeTables binary [L,n,d>=n] bound (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://www.codetables.de/",10,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,2,1,2,6,10,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",12,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,2,1,2,7,11,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",13,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,2,1,2,8,15,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",15,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,2,1,2,9,15,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",19,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,2,1,2,10,18,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",30,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,2,1,2,11,28,"Winograd (1976), modulus-factor lower bound; factor-field quotient monotonicity (derived); Ballet et al. (2021), Corollary 4.3; Grassl CodeTables binary [L,n,d>=n] bound (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://www.codetables.de/",34,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,3,1,3,1,1,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",1,linear folding of the corresponding full-product algorithm (derived)
cyclic,3,1,3,2,2,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",2,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,3,1,3,3,5,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",5,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,3,1,3,4,5,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",5,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,3,1,3,5,8,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",10,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,3,1,3,6,10,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",10,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,3,1,3,7,12,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",16,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,3,1,3,8,11,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",11,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,3,1,3,9,17,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",17,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,3,1,3,10,16,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",20,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,3,1,3,11,19,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",23,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,2,2,4,1,1,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",1,linear folding of the corresponding full-product algorithm (derived)
cyclic,2,2,4,2,3,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",3,linear folding of the corresponding full-product algorithm (derived)
cyclic,2,2,4,3,3,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",3,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,2,2,4,4,7,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",7,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,2,2,4,5,7,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",7,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,2,2,4,6,9,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",9,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,2,2,4,7,11,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",11,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,2,2,4,8,15,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",15,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,2,2,4,9,13,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",13,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,2,2,4,10,17,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",19,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,2,2,4,11,19,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",23,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,5,1,5,1,1,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",1,linear folding of the corresponding full-product algorithm (derived)
cyclic,5,1,5,2,2,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",2,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,5,1,5,3,4,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",4,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,5,1,5,4,4,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",4,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,5,1,5,5,9,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",9,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,5,1,5,6,8,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",8,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,5,1,5,7,12,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",15,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,5,1,5,8,10,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",10,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,5,1,5,9,15,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",18,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,5,1,5,10,18,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",18,"Winograd (1976), CRT decomposition; repeated-factor local components use exact truncated rank 2e-1 and non-linear components use corresponding extfield/full-product UBs (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456"
cyclic,5,1,5,11,19,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",21,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,7,1,7,1,1,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",1,linear folding of the corresponding full-product algorithm (derived)
cyclic,7,1,7,2,2,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",2,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,7,1,7,3,3,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",3,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,7,1,7,4,5,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",5,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,7,1,7,5,8,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",8,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
cyclic,7,1,7,6,6,"Winograd (1976), modulus-factor lower bound rank>=2 deg(P)-k for P=prod_i P_i^ell_i; https://doi.org/10.1007/BF01683270",6,"Winograd (1976), CRT decomposition; component field UBs from corresponding extfield rows (derived); https://doi.org/10.1007/BF01683270"
